cve_id,vendor,product,vuln_name,dateAdded,dueDate,notes
CVE-2023-0266,Linux,Kernel,Linux Kernel Use-After-Free Vulnerability,2023-03-30,2023-04-20,https://git.kernel.org/pub/scm/linux/kernel/git/stable/stable-queue.git/tree/queue-5.10/alsa-pcm-move-rwsem-lock-inside-snd_ctl_elem_read-to-prevent-uaf.patch?id=72783cf35e6c55bca84c4bb7b776c58152856fd4;  https://nvd.nist.gov/vuln/detail/CVE-2023-0266
CVE-2022-3038,Google,Chromium Network Service,Google Chromium Network Service Use-After-Free Vulnerability,2023-03-30,2023-04-20,https://chromereleases.googleblog.com/2022/08/stable-channel-update-for-desktop_30.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-3038
CVE-2022-22706,Arm,Mali Graphics Processing Unit (GPU),Arm Mali GPU Kernel Driver Unspecified Vulnerability,2023-03-30,2023-04-20,https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities;  https://nvd.nist.gov/vuln/detail/CVE-2022-22706
CVE-2023-26360,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,2023-03-15,2023-04-05,https://helpx.adobe.com/security/products/coldfusion/apsb23-25.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-26360
CVE-2023-23397,Microsoft,Office,Microsoft Office Outlook Privilege Escalation Vulnerability,2023-03-14,2023-04-04,"https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-23397, https://msrc.microsoft.com/blog/2023/03/microsoft-mitigates-outlook-elevation-of-privilege-vulnerability/, ;  https://nvd.nist.gov/vuln/detail/CVE-2023-23397"
CVE-2023-24880,Microsoft,Windows,Microsoft Windows SmartScreen Security Feature Bypass Vulnerability,2023-03-14,2023-04-04,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-24880;  https://nvd.nist.gov/vuln/detail/CVE-2023-24880
CVE-2022-41328,Fortinet,FortiOS,Fortinet FortiOS Path Traversal Vulnerability,2023-03-14,2023-04-04,https://www.fortiguard.com/psirt/FG-IR-22-369;  https://nvd.nist.gov/vuln/detail/CVE-2022-41328
CVE-2021-39144,XStream,XStream,XStream Remote Code Execution Vulnerability,2023-03-10,2023-03-31,"https://www.vmware.com/security/advisories/VMSA-2022-0027.html, https://x-stream.github.io/CVE-2021-39144.html; https://nvd.nist.gov/vuln/detail/CVE-2021-39144"
CVE-2020-5741,Plex,Media Server,Plex Media Server Remote Code Execution Vulnerability,2023-03-10,2023-03-31,https://forums.plex.tv/t/security-regarding-cve-2020-5741/586819; https://nvd.nist.gov/vuln/detail/CVE-2020-5741
CVE-2022-28810,Zoho,ManageEngine,Zoho ManageEngine ADSelfService Plus Remote Code Execution Vulnerability,2023-03-07,2023-03-28,https://www.manageengine.com/products/self-service-password/advisory/CVE-2022-28810.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-28810
CVE-2022-33891,Apache,Spark,Apache Spark Command Injection Vulnerability,2023-03-07,2023-03-28,https://lists.apache.org/thread/p847l3kopoo5bjtmxrcwk21xp6tjxqlc;  https://nvd.nist.gov/vuln/detail/CVE-2022-33891
CVE-2022-35914,Teclib,GLPI,Teclib GLPI Remote Code Execution Vulnerability,2023-03-07,2023-03-28,"https://glpi-project.org/fr/glpi-10-0-3-disponible/, http://www.bioinformatics.org/phplabware/sourceer/sourceer.php?&Sfs=htmLawedTest.php&Sl=.%2Finternal_utilities%2FhtmLawed.;  https://nvd.nist.gov/vuln/detail/CVE-2022-35914"
CVE-2022-36537,ZK Framework,AuUploader,ZK Framework AuUploader Unspecified Vulnerability,2023-02-27,2023-03-20,https://tracker.zkoss.org/browse/ZK-5150;  https://nvd.nist.gov/vuln/detail/CVE-2022-36537
CVE-2022-47986,IBM,Aspera Faspex,IBM Aspera Faspex Code Execution Vulnerability,2023-02-21,2023-03-14,https://exchange.xforce.ibmcloud.com/vulnerabilities/243512?_ga=2.189195179.1800390251.1676559338-700333034.1676325890;  https://nvd.nist.gov/vuln/detail/CVE-2022-47986
CVE-2022-41223,Mitel,MiVoice Connect,Mitel MiVoice Connect Code Injection Vulnerability,2023-02-21,2023-03-14,https://www.mitel.com/support/security-advisories/mitel-product-security-advisory-22-0008;  https://nvd.nist.gov/vuln/detail/CVE-2022-41223
CVE-2022-40765,Mitel,MiVoice Connect,Mitel MiVoice Connect Command Injection Vulnerability,2023-02-21,2023-03-14,https://www.mitel.com/support/security-advisories/mitel-product-security-advisory-22-0007;  https://nvd.nist.gov/vuln/detail/CVE-2022-40765
CVE-2022-46169,Cacti,Cacti,Cacti Command Injection Vulnerability,2023-02-16,2023-03-09,https://github.com/Cacti/cacti/security/advisories/GHSA-6p93-p743-35gf;  https://nvd.nist.gov/vuln/detail/CVE-2022-46169
CVE-2023-21715,Microsoft,Office,Microsoft Office Publisher Security Feature Bypass Vulnerability,2023-02-14,2023-03-07,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-21715;  https://nvd.nist.gov/vuln/detail/CVE-2023-21715
CVE-2023-23376,Microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability,2023-02-14,2023-03-07,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-23376;  https://nvd.nist.gov/vuln/detail/CVE-2023-23376
CVE-2023-23529,Apple,Multiple Products,Apple Multiple Products WebKit Type Confusion Vulnerability,2023-02-14,2023-03-07,"https://support.apple.com/en-us/HT213635, https://support.apple.com/en-us/HT213633, https://support.apple.com/en-us/HT213638;  https://nvd.nist.gov/vuln/detail/CVE-2023-23529"
CVE-2023-21823,Microsoft,Windows,Microsoft Windows Graphic Component Privilege Escalation Vulnerability,2023-02-14,2023-03-07,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-21823;  https://nvd.nist.gov/vuln/detail/CVE-2023-21823
CVE-2015-2291,Intel,Ethernet Diagnostics Driver for Windows,Intel Ethernet Diagnostics Driver for Windows Denial-of-Service Vulnerability,2023-02-10,2023-03-03,https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00051.html; https://nvd.nist.gov/vuln/detail/CVE-2015-2291
CVE-2022-24990,TerraMaster,TerraMaster OS,TerraMaster OS Remote Command Execution Vulnerability,2023-02-10,2023-03-03,https://forum.terra-master.com/en/viewtopic.php?t=3030;  https://nvd.nist.gov/vuln/detail/CVE-2022-24990
CVE-2023-0669,Fortra,GoAnywhere MFT,Fortra GoAnywhere MFT Remote Code Execution Vulnerability,2023-02-10,2023-03-03,This CVE has a CISA AA located here: https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a. Please see the AA for associated IOCs. Additional information is available at: https://my.goanywhere.com/webclient/DownloadProductFiles.xhtml. Fortra users must have an account in order to login and access the patch.;  https://nvd.nist.gov/vuln/detail/CVE-2023-0669
CVE-2022-21587,Oracle,E-Business Suite,Oracle E-Business Suite Unspecified Vulnerability,2023-02-02,2023-02-23,https://www.oracle.com/security-alerts/cpuoct2022.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-21587
CVE-2023-22952,SugarCRM,Multiple Products,Multiple SugarCRM Products Remote Code Execution Vulnerability,2023-02-02,2023-02-23,https://support.sugarcrm.com/Resources/Security/sugarcrm-sa-2023-001/;  https://nvd.nist.gov/vuln/detail/CVE-2023-22952
CVE-2017-11357,Telerik,User Interface (UI) for ASP.NET AJAX,Telerik UI for ASP.NET AJAX Insecure Direct Object Reference Vulnerability,2023-01-26,2023-02-16,https://docs.telerik.com/devtools/aspnet-ajax/knowledge-base/asyncupload-insecure-direct-object-reference; https://nvd.nist.gov/vuln/detail/CVE-2017-11357
CVE-2022-47966,Zoho,ManageEngine,Zoho ManageEngine Multiple Products Remote Code Execution Vulnerability,2023-01-23,2023-02-13,https://www.manageengine.com/security/advisory/CVE/cve-2022-47966.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-47966
CVE-2022-44877,CWP,Control Web Panel,CWP Control Web Panel OS Command Injection Vulnerability,2023-01-17,2023-02-07,https://control-webpanel.com/changelog#1669855527714-450fb335-6194;  https://nvd.nist.gov/vuln/detail/CVE-2022-44877
CVE-2022-41080,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,2023-01-10,2023-01-31,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-41080;  https://nvd.nist.gov/vuln/detail/CVE-2022-41080
CVE-2023-21674,Microsoft,Windows,Microsoft Windows Advanced Local Procedure Call (ALPC) Privilege Escalation Vulnerability,2023-01-10,2023-01-31,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-21674;  https://nvd.nist.gov/vuln/detail/CVE-2023-21674
CVE-2018-5430,TIBCO,JasperReports,TIBCO JasperReports Server Information Disclosure Vulnerability,2022-12-29,2023-01-19,https://www.tibco.com/support/advisories/2018/04/tibco-security-advisory-april-17-2018-tibco-jasperreports-2018-5430;https://nvd.nist.gov/vuln/detail/CVE-2018-5430
CVE-2018-18809,TIBCO,JasperReports,TIBCO JasperReports Library Directory Traversal Vulnerability,2022-12-29,2023-01-19,https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-library-2018-18809; https://nvd.nist.gov/vuln/detail/CVE-2018-18809
CVE-2022-42856,Apple,iOS,Apple iOS Type Confusion Vulnerability,2022-12-14,2023-01-04,https://support.apple.com/en-us/HT213516;  https://nvd.nist.gov/vuln/detail/CVE-2022-42856
CVE-2022-42475,Fortinet,FortiOS,Fortinet FortiOS Heap-Based Buffer Overflow Vulnerability,2022-12-13,2023-01-03,https://www.fortiguard.com/psirt/FG-IR-22-398;  https://nvd.nist.gov/vuln/detail/CVE-2022-42475
CVE-2022-44698,Microsoft,Defender,Microsoft Defender SmartScreen Security Feature Bypass Vulnerability,2022-12-13,2023-01-03,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44698;  https://nvd.nist.gov/vuln/detail/CVE-2022-44698
CVE-2022-27518,Citrix,Application Delivery Controller (ADC) and Gateway,Citrix Application Delivery Controller (ADC) and Gateway Authentication Bypass Vulnerability,2022-12-13,2023-01-03,https://www.citrix.com/blogs/2022/12/13/critical-security-update-now-available-for-citrix-adc-citrix-gateway/;  https://nvd.nist.gov/vuln/detail/CVE-2022-27518
CVE-2022-26500,Veeam,Backup & Replication,Veeam Backup & Replication Remote Code Execution Vulnerability,2022-12-13,2023-01-03,https://www.veeam.com/kb4288;  https://nvd.nist.gov/vuln/detail/CVE-2022-26500
CVE-2022-26501,Veeam,Backup & Replication,Veeam Backup & Replication Remote Code Execution Vulnerability,2022-12-13,2023-01-03,https://www.veeam.com/kb4288;  https://nvd.nist.gov/vuln/detail/CVE-2022-26501
CVE-2022-4262,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2022-12-05,2022-12-26,https://chromereleases.googleblog.com/2022/12/stable-channel-update-for-desktop.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-4262
CVE-2021-35587,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,2022-11-28,2022-12-19,https://www.oracle.com/security-alerts/cpujan2022.html; https://nvd.nist.gov/vuln/detail/CVE-2021-35587
CVE-2022-4135,Google,Chromium GPU,Google Chromium GPU Heap Buffer Overflow Vulnerability,2022-11-28,2022-12-19,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop_24.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-4135
CVE-2022-41049,Microsoft,Windows,Microsoft Windows Mark of the Web (MOTW) Security Feature Bypass Vulnerability,2022-11-14,2022-12-09,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-41049;  https://nvd.nist.gov/vuln/detail/CVE-2022-41049
CVE-2022-41091,Microsoft,Windows,Microsoft Windows Mark of the Web (MOTW) Security Feature Bypass Vulnerability,2022-11-08,2022-12-09,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41091;  https://nvd.nist.gov/vuln/detail/CVE-2022-41091
CVE-2022-41073,Microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,2022-11-08,2022-12-09,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41073;  https://nvd.nist.gov/vuln/detail/CVE-2022-41073
CVE-2022-41125,Microsoft,Windows,Microsoft Windows CNG Key Isolation Service Privilege Escalation Vulnerability,2022-11-08,2022-12-09,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41125;  https://nvd.nist.gov/vuln/detail/CVE-2022-41125
CVE-2022-41128,Microsoft,Windows,Microsoft Windows Scripting Languages Remote Code Execution Vulnerability,2022-11-08,2022-12-09,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41128;  https://nvd.nist.gov/vuln/detail/CVE-2022-41128
CVE-2021-25337,Samsung,Mobile Devices,Samsung Mobile Devices Improper Access Control Vulnerability,2022-11-08,2022-11-29,https://security.samsungmobile.com/securityUpdate.smsb; https://nvd.nist.gov/vuln/detail/CVE-2021-25337
CVE-2021-25369,Samsung,Mobile Devices,Samsung Mobile Devices Improper Access Control Vulnerability,2022-11-08,2022-11-29,https://security.samsungmobile.com/securityUpdate.smsb; https://nvd.nist.gov/vuln/detail/CVE-2021-25369
CVE-2021-25370,Samsung,Mobile Devices,Samsung Mobile Devices Memory Corruption Vulnerability,2022-11-08,2022-11-29,https://security.samsungmobile.com/securityUpdate.smsb; https://nvd.nist.gov/vuln/detail/CVE-2021-25370
CVE-2022-3723,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2022-10-28,2022-11-18,https://chromereleases.googleblog.com/2022/10/stable-channel-update-for-desktop_27.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-3723
CVE-2022-42827,Apple,iOS and iPadOS,Apple iOS and iPadOS Out-of-Bounds Write Vulnerability,2022-10-25,2022-11-15,https://support.apple.com/en-us/HT213489;  https://nvd.nist.gov/vuln/detail/CVE-2022-42827
CVE-2020-3433,Cisco,AnyConnect Secure,Cisco AnyConnect Secure Mobility Client for Windows DLL Hijacking Vulnerability,2022-10-24,2022-11-14,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-dll-F26WwJW; https://nvd.nist.gov/vuln/detail/CVE-2020-3433
CVE-2020-3153,Cisco,AnyConnect Secure,Cisco AnyConnect Secure Mobility Client for Windows Uncontrolled Search Path Vulnerability,2022-10-24,2022-11-14,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ac-win-path-traverse-qO4HWBsj; https://nvd.nist.gov/vuln/detail/CVE-2020-3153
CVE-2018-19323,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Privilege Escalation Vulnerability,2022-10-24,2022-11-14,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19323
CVE-2018-19322,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Code Execution Vulnerability,2022-10-24,2022-11-14,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19322
CVE-2018-19321,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Privilege Escalation Vulnerability,2022-10-24,2022-11-14,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19321
CVE-2018-19320,GIGABYTE,Multiple Products,GIGABYTE Multiple Products Unspecified Vulnerability,2022-10-24,2022-11-14,https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19320
CVE-2022-41352,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Arbitrary File Upload Vulnerability,2022-10-20,2022-11-10,https://wiki.zimbra.com/wiki/Security_Center;  https://nvd.nist.gov/vuln/detail/CVE-2022-41352
CVE-2021-3493,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,2022-10-20,2022-11-10,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7c03e2cda4a584cadc398e8f6641ca9988a39d52; https://nvd.nist.gov/vuln/detail/CVE-2021-3493
CVE-2022-40684,Fortinet,Multiple Products,Fortinet Multiple Products Authentication Bypass Vulnerability,2022-10-11,2022-11-01,https://www.fortiguard.com/psirt/FG-IR-22-377;  https://nvd.nist.gov/vuln/detail/CVE-2022-40684
CVE-2022-41033,Microsoft,Windows COM+ Event System Service,Microsoft Windows COM+ Event System Service Privilege Escalation Vulnerability,2022-10-11,2022-11-01,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-41033;  https://nvd.nist.gov/vuln/detail/CVE-2022-41033
CVE-2022-41082,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2022-09-30,2022-10-21,https://msrc-blog.microsoft.com/2022/09/29/customer-guidance-for-reported-zero-day-vulnerabilities-in-microsoft-exchange-server/;  https://nvd.nist.gov/vuln/detail/CVE-2022-41082
CVE-2022-41040,Microsoft,Exchange Server,Microsoft Exchange Server Server-Side Request Forgery Vulnerability,2022-09-30,2022-10-21,https://msrc-blog.microsoft.com/2022/09/29/customer-guidance-for-reported-zero-day-vulnerabilities-in-microsoft-exchange-server/;  https://nvd.nist.gov/vuln/detail/CVE-2022-41040
CVE-2022-36804,Atlassian,Bitbucket Server and Data Center,Atlassian Bitbucket Server and Data Center Command Injection Vulnerability,2022-09-30,2022-10-21,https://jira.atlassian.com/browse/BSERV-13438;  https://nvd.nist.gov/vuln/detail/CVE-2022-36804
CVE-2022-3236,Sophos,Firewall,Sophos Firewall Code Injection Vulnerability,2022-09-23,2022-10-14,https://www.sophos.com/en-us/security-advisories/sophos-sa-20220923-sfos-rce;  https://nvd.nist.gov/vuln/detail/CVE-2022-3236
CVE-2022-35405,Zoho,ManageEngine,Zoho ManageEngine Multiple Products Remote Code Execution Vulnerability,2022-09-22,2022-10-13,https://www.manageengine.com/products/passwordmanagerpro/advisory/cve-2022-35405.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-35405
CVE-2022-40139,Trend Micro,Apex One and Apex One as a Service,Trend Micro Apex One and Apex One as a Service Improper Validation Vulnerability,2022-09-15,2022-10-06,https://success.trendmicro.com/dcx/s/solution/000291528?language=en_US;  https://nvd.nist.gov/vuln/detail/CVE-2022-40139
CVE-2013-6282,Linux,Kernel,Linux Kernel Improper Input Validation Vulnerability,2022-09-15,2022-10-06,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=8404663f81d212918ff85f493649a7991209fa04; https://nvd.nist.gov/vuln/detail/CVE-2013-6282
CVE-2013-2597,Code Aurora,ACDB Audio Driver,Code Aurora ACDB Audio Driver Stack-based Buffer Overflow Vulnerability,2022-09-15,2022-10-06,https://web.archive.org/web/20161226013354/https:/www.codeaurora.org/news/security-advisories/stack-based-buffer-overflow-acdb-audio-driver-cve-2013-2597; https://nvd.nist.gov/vuln/detail/CVE-2013-2597
CVE-2013-2596,Linux,Kernel,Linux Kernel Integer Overflow Vulnerability,2022-09-15,2022-10-06,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=fc9bbca8f650e5f738af8806317c0a041a48ae4a; https://nvd.nist.gov/vuln/detail/CVE-2013-2596
CVE-2013-2094,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,2022-09-15,2022-10-06,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=8176cced706b5e5d15887584150764894e94e02f; https://nvd.nist.gov/vuln/detail/CVE-2013-2094
CVE-2010-2568,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,2022-09-15,2022-10-06,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2010/ms10-046; https://nvd.nist.gov/vuln/detail/CVE-2010-2568
CVE-2022-37969,Microsoft,Windows,Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability,2022-09-14,2022-10-05,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-37969;  https://nvd.nist.gov/vuln/detail/CVE-2022-37969
CVE-2022-32917,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Remote Code Execution Vulnerability",2022-09-14,2022-10-05,"https://support.apple.com/en-us/HT213445, https://support.apple.com/en-us/HT213444;  https://nvd.nist.gov/vuln/detail/CVE-2022-32917"
CVE-2022-3075,Google,Chromium Mojo,Google Chromium Mojo Insufficient Data Validation Vulnerability,2022-09-08,2022-09-29,"https://chromereleases.googleblog.com/2022/09/stable-channel-update-for-desktop.html, https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3075;  https://nvd.nist.gov/vuln/detail/CVE-2022-3075"
CVE-2022-27593,QNAP,Photo Station,QNAP Photo Station Externally Controlled Reference Vulnerability,2022-09-08,2022-09-29,https://www.qnap.com/en/security-advisory/qsa-22-24;  https://nvd.nist.gov/vuln/detail/CVE-2022-27593
CVE-2022-26258,D-Link,DIR-820L,D-Link DIR-820L Remote Code Execution Vulnerability,2022-09-08,2022-09-29,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10295;  https://nvd.nist.gov/vuln/detail/CVE-2022-26258
CVE-2020-9934,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Input Validation Vulnerability",2022-09-08,2022-09-29,"https://support.apple.com/en-us/HT211288, https://support.apple.com/en-us/HT211289; https://nvd.nist.gov/vuln/detail/CVE-2020-9934"
CVE-2018-7445,MikroTik,RouterOS,MikroTik RouterOS Stack-Based Buffer Overflow Vulnerability,2022-09-08,2022-09-29,"https://www.coresecurity.com/core-labs/advisories/mikrotik-routeros-smb-buffer-overflow#vendor_update, https://mikrotik.com/download; https://nvd.nist.gov/vuln/detail/CVE-2018-7445"
CVE-2018-6530,D-Link,Multiple Routers,D-Link Multiple Routers OS Command Injection Vulnerability,2022-09-08,2022-09-29,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10105; https://nvd.nist.gov/vuln/detail/CVE-2018-6530
CVE-2018-2628,Oracle,WebLogic Server,Oracle WebLogic Server Unspecified Vulnerability,2022-09-08,2022-09-29,https://www.oracle.com/security-alerts/cpuapr2018.html; https://nvd.nist.gov/vuln/detail/CVE-2018-2628
CVE-2018-13374,Fortinet,FortiOS and FortiADC,Fortinet FortiOS and FortiADC Improper Access Control Vulnerability,2022-09-08,2022-09-29,https://www.fortiguard.com/psirt/FG-IR-18-157; https://nvd.nist.gov/vuln/detail/CVE-2018-13374
CVE-2017-5521,NETGEAR,Multiple Devices,NETGEAR Multiple Devices Exposure of Sensitive Information Vulnerability,2022-09-08,2022-09-29,https://kb.netgear.com/30632/Web-GUI-Password-Recovery-and-Exposure-Security-Vulnerability; https://nvd.nist.gov/vuln/detail/CVE-2017-5521
CVE-2011-4723,D-Link,DIR-300 Router,D-Link DIR-300 Router Cleartext Storage of a Password Vulnerability,2022-09-08,2022-09-29,https://www.dlink.com/uk/en/support/product/dir-300-wireless-g-router; https://nvd.nist.gov/vuln/detail/CVE-2011-4723
CVE-2011-1823,Android,Android OS,Android OS Privilege Escalation Vulnerability,2022-09-08,2022-09-29,https://android.googlesource.com/platform/system/vold/+/c51920c82463b240e2be0430849837d6fdc5352e; https://nvd.nist.gov/vuln/detail/CVE-2011-1823
CVE-2022-26352,dotCMS,dotCMS,dotCMS Unrestricted Upload of File Vulnerability,2022-08-25,2022-09-15,https://www.dotcms.com/security/SI-62;  https://nvd.nist.gov/vuln/detail/CVE-2022-26352
CVE-2022-24706,Apache,CouchDB,Apache CouchDB Insecure Default Initialization of Resource Vulnerability,2022-08-25,2022-09-15,https://lists.apache.org/thread/w24wo0h8nlctfps65txvk0oc5hdcnv00;  https://nvd.nist.gov/vuln/detail/CVE-2022-24706
CVE-2022-24112,Apache,APISIX,Apache APISIX Authentication Bypass Vulnerability,2022-08-25,2022-09-15,https://lists.apache.org/thread/lcdqywz8zy94mdysk7p3gfdgn51jmt94;  https://nvd.nist.gov/vuln/detail/CVE-2022-24112
CVE-2022-22963,VMware Tanzu,Spring Cloud,VMware Tanzu Spring Cloud Function Remote Code Execution Vulnerability,2022-08-25,2022-09-15,https://tanzu.vmware.com/security/cve-2022-22963;  https://nvd.nist.gov/vuln/detail/CVE-2022-22963
CVE-2022-2294,WebRTC,WebRTC,WebRTC Heap Buffer Overflow Vulnerability,2022-08-25,2022-09-15,https://groups.google.com/g/discuss-webrtc/c/5KBtZx2gvcQ;  https://nvd.nist.gov/vuln/detail/CVE-2022-2294
CVE-2021-39226,Grafana Labs,Grafana,Grafana Authentication Bypass Vulnerability,2022-08-25,2022-09-15,https://grafana.com/blog/2021/10/05/grafana-7.5.11-and-8.1.6-released-with-critical-security-fix/; https://nvd.nist.gov/vuln/detail/CVE-2021-39226
CVE-2021-38406,Delta Electronics,DOPSoft 2,Delta Electronics DOPSoft 2 Improper Input Validation Vulnerability,2022-08-25,2022-09-15,https://www.cisa.gov/uscert/ics/advisories/icsa-21-252-02; https://nvd.nist.gov/vuln/detail/CVE-2021-38406
CVE-2021-31010,Apple,"iOS, macOS, watchOS","Apple iOS, macOS, watchOS Sandbox Bypass Vulnerability",2022-08-25,2022-09-15,"https://support.apple.com/en-us/HT212804, https://support.apple.com/en-us/HT212805, https://support.apple.com/en-us/HT212806, https://support.apple.com/en-us/HT212807, https://support.apple.com/en-us/HT212824; https://nvd.nist.gov/vuln/detail/CVE-2021-31010"
CVE-2020-36193,PEAR,Archive_Tar,PEAR Archive_Tar Improper Link Resolution Vulnerability,2022-08-25,2022-09-15,"https://github.com/pear/Archive_Tar/commit/cde460582ff389404b5b3ccb59374e9b389de916, https://www.drupal.org/sa-core-2021-001, https://access.redhat.com/security/cve/cve-2020-36193; https://nvd.nist.gov/vuln/detail/CVE-2020-36193"
CVE-2020-28949,PEAR,Archive_Tar,PEAR Archive_Tar Deserialization of Untrusted Data Vulnerability,2022-08-25,2022-09-15,"https://pear.php.net/bugs/bug.php?id=27002, https://www.drupal.org/sa-core-2020-013, https://access.redhat.com/security/cve/cve-2020-28949; https://nvd.nist.gov/vuln/detail/CVE-2020-28949"
CVE-2022-0028,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Reflected Amplification Denial-of-Service Vulnerability,2022-08-22,2022-09-12,https://security.paloaltonetworks.com/CVE-2022-0028; https://nvd.nist.gov/vuln/detail/CVE-2022-0028
CVE-2022-22536,SAP,Multiple Products,SAP Multiple Products HTTP Request Smuggling Vulnerability,2022-08-18,2022-09-08,SAP users must have an account in order to login and access the patch. https://accounts.sap.com/saml2/idp/sso;  https://nvd.nist.gov/vuln/detail/CVE-2022-22536
CVE-2022-32894,Apple,iOS and macOS,Apple iOS and macOS Out-of-Bounds Write Vulnerability,2022-08-18,2022-09-08,"https://support.apple.com/en-gb/HT213412, https://support.apple.com/en-gb/HT213413;  https://nvd.nist.gov/vuln/detail/CVE-2022-32894"
CVE-2022-32893,Apple,iOS and macOS,Apple iOS and macOS Out-of-Bounds Write Vulnerability,2022-08-18,2022-09-08,"https://support.apple.com/en-gb/HT213412, https://support.apple.com/en-gb/HT213413;  https://nvd.nist.gov/vuln/detail/CVE-2022-32893"
CVE-2022-2856,Google,Chromium Intents,Google Chromium Intents Insufficient Input Validation Vulnerability,2022-08-18,2022-09-08,https://chromereleases.googleblog.com/2022/08/stable-channel-update-for-desktop_16.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-2856
CVE-2022-26923,Microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability,2022-08-18,2022-09-08,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-26923;  https://nvd.nist.gov/vuln/detail/CVE-2022-26923
